drug,content
CHEMBL3039521,"CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)NNC(=O)OCCSSC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)CC[C@H](NC(=O)c5ccc(NCc6cnc7[nH]c(N)nc(=O)c7n6)cc5)C(=O)O)C(=O)O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1_|_KUZYSQSABONDME-QRLOMCMNSA-N_|_Unknown_|_False_|_VINTAFOLIDE_|_nan_|_3.0_|_nan_|_False_|_False_|_[]_|_['EC-145' 'EC145' 'Vintafolide']_|_[('drugbank', array(['DB05168'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0000571', 'EFO_0000616', 'EFO_0003869', 'MONDO_0004992',
       'EFO_0003060', 'MONDO_0008170'], dtype=object), 'count': 6}_|_[ENSG00000110195]_|_Unknown drug with a maximum clinical trial phase of III (across all indications) and has 6 investigational indications."
CHEMBL3545185,"O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1_|_DEVSOMFAQLZNKR-RJRFIUFISA-N_|_Small molecule_|_False_|_SELINEXOR_|_2019.0_|_4.0_|_nan_|_False_|_True_|_['Nexpovio' 'Xpovio']_|_['KPT-330' 'Selinexor']_|_[('DailyMed', array(['selinexor'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/nexpovio'],
      dtype=object)), ('drugbank', array(['DB11942'], dtype=object))]_|_nan_|_{'rows': array(['MONDO_0044903', 'EFO_0000574', 'EFO_0000702', 'MONDO_0008315',
       'EFO_0000182', 'EFO_1000581', 'EFO_0005537', 'EFO_0000681',
       'EFO_0000708', 'EFO_0000616', 'EFO_0003085', 'MONDO_0011962',
       'EFO_0007143', 'EFO_0001642', 'EFO_1000251', 'EFO_0000519',
       'EFO_0003060', 'EFO_0000339', 'EFO_0000096', 'EFO_0001075',
       'EFO_0000389', 'MONDO_0019460', 'MONDO_0007254', 'EFO_0001378',
       'MONDO_0100096', 'EFO_1001968', 'EFO_0000198', 'EFO_0004142',
       'EFO_0000220', 'MONDO_0004992', 'EFO_0002617', 'EFO_0000211',
       'EFO_1000657', 'EFO_0000691', 'MONDO_0000430', 'EFO_0000756',
       'MONDO_0019438', 'EFO_0008528', 'EFO_1001459', 'EFO_1001465',
       'EFO_0000707', 'EFO_0000222', 'EFO_0000403'], dtype=object), 'count': 43}_|_[ENSG00000082898]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2019 and has 4 approved and 39 investigational indications."
CHEMBL3545415,"nan_|_nan_|_Protein_|_False_|_SMC021_|_nan_|_3.0_|_nan_|_False_|_False_|_[]_|_['Smc021']_|_nan_|_nan_|_{'rows': array(['EFO_0003882', 'GO_0042697', 'MONDO_0005178', 'EFO_0003854'],
      dtype=object), 'count': 4}_|_[ENSG00000004948]_|_Protein drug with a maximum clinical trial phase of III (across all indications) and has 4 investigational indications."
CHEMBL356359,"CCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1_|_KVCSJPATKXABRQ-UHFFFAOYSA-N_|_Small molecule_|_False_|_PIBOSEROD_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['Piboserod' 'SB-207266']_|_[('PubChem', array(['137275879'], dtype=object)), ('Wikipedia', array(['Piboserod'], dtype=object)), ('drugbank', array(['DB04873'], dtype=object))]_|_['CHEMBL2106927']_|_{'rows': array(['EFO_0000373', 'EFO_0000275'], dtype=object), 'count': 2}_|_[ENSG00000164270]_|_Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications."
CHEMBL4297774,"nan_|_nan_|_Antibody_|_False_|_AMIVANTAMAB_|_2021.0_|_4.0_|_nan_|_False_|_True_|_['Rybrevant']_|_['Amivantamab' 'Amivantamab vmjw' 'CNTO-4424' 'CNTO4424' 'JNJ 61186372'
 'JNJ-611' 'JNJ-61186372' 'JNJ-6372' 'Jnj 61186372' 'Jnj-61186372']_|_[('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/rybrevant'],
      dtype=object)), ('USAN', array(['https://searchusan.ama-assn.org/finder/usan/search/AMIVANTAMAB/relevant/1/'],
      dtype=object))]_|_nan_|_{'rows': array(['EFO_0000182', 'MONDO_0001056', 'EFO_0003060', 'MONDO_0004669',
       'EFO_0000616'], dtype=object), 'count': 5}_|_[ENSG00000105976,ENSG00000146648]_|_Antibody drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2021 and is indicated for non-small cell lung carcinoma and neoplasm and has 3 investigational indications."
CHEMBL4297880,"nan_|_nan_|_Protein_|_False_|_EVORPACEPT_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['ALX-148' 'ALX148' 'Alx 148' 'Alx-148' 'Alx148' 'Evorpacept'
 'Lggl-alx-148' 'Sirpa variant alx148']_|_[('INN', array(['https://www.who.int/publications/m/item/inn-pl-126'], dtype=object)), ('USAN', array(['https://searchusan.ama-assn.org/finder/usan/search/EVORPACEPT/relevant/1/'],
      dtype=object))]_|_nan_|_{'rows': array(['MONDO_0008170', 'MONDO_0004992', 'EFO_0000181', 'EFO_0000616',
       'EFO_0000198', 'EFO_1001931', 'EFO_0005952', 'EFO_0000222'],
      dtype=object), 'count': 8}_|_[ENSG00000196776]_|_Protein drug with a maximum clinical trial phase of II (across all indications) and has 8 investigational indications."
CHEMBL468,"O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1_|_UEJJHQNACJXSKW-UHFFFAOYSA-N_|_Small molecule_|_True_|_THALIDOMIDE_|_1998.0_|_4.0_|_nan_|_False_|_True_|_['Talidex' 'Thalidomide lipomed' 'Thalomid']_|_['.alpha.-phthalimidoglutarimide' 'Celgene' 'Contergan' 'Distaval' 'K-17'
 'Myrin' 'N-phthalylglutamic acid imide' 'NSC-527179' 'NSC-66847'
 'Neurosedyn' 'Pantosediv' 'Pharmion' 'Softenon' 'Thaled' 'Thalidomide'
 'Thalidomide ']_|_[('DailyMed', array(['thalidomide'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/thalidomide-lipomed'],
      dtype=object)), ('PubChem', array(['111716', '11532929', '124881523', '144210897', '170465323',
       '174007312', '26747126', '26751823', '50104514', '90341724'],
      dtype=object)), ('Wikipedia', array(['Thalidomide'], dtype=object)), ('drugbank', array(['DB01041'], dtype=object)), ('chEBI', array(['74947'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0000519', 'EFO_0005543', 'EFO_1000158', 'EFO_0000403',
       'EFO_1000613', 'EFO_0004142', 'EFO_0000191', 'EFO_0003060',
       'MONDO_0044903', 'MONDO_0002158', 'EFO_0003843', 'EFO_0001065',
       'MONDO_0008170', 'EFO_0006888', 'EFO_0000676', 'MONDO_0002087',
       'MONDO_0018364', 'EFO_0000389', 'MONDO_0019472', 'MONDO_0004975',
       'EFO_0000182', 'EFO_0000096', 'MONDO_0015564', 'MONDO_0017816',
       'EFO_0004268', 'EFO_0000474', 'EFO_0000681', 'EFO_0002430',
       'MONDO_0003196', 'EFO_0002939', 'EFO_1001767', 'MONDO_0019438',
       'HP_0003073', 'EFO_0000717', 'EFO_0006859', 'MONDO_0002367',
       'EFO_0000095', 'EFO_0000765', 'EFO_0005628', 'EFO_0009441',
       'EFO_0000756', 'EFO_1001875', 'MONDO_0004992', 'HP_0012735',
       'EFO_0000621', 'EFO_0000673', 'MONDO_0018906', 'EFO_1001951',
       'EFO_1001996', 'EFO_1001968', 'EFO_0000729', 'EFO_0000384',
       'EFO_0000574', 'MONDO_0008903', 'EFO_0000691', 'EFO_0000764',
       'MONDO_0019338', 'EFO_0000540', 'EFO_0005952', 'MONDO_0021063',
       'MONDO_0100096', 'MONDO_0001056', 'EFO_0000198', 'MONDO_0007254',
       'EFO_0005570', 'EFO_0000565', 'EFO_0003898', 'EFO_0001378',
       'Orphanet_848', 'EFO_0000183', 'EFO_0000616', 'EFO_0007160',
       'EFO_1001901', 'EFO_0007312', 'EFO_0000365', 'MONDO_0004976',
       'EFO_0000342', 'EFO_1000045', 'EFO_1000318', 'EFO_0003865',
       'EFO_0000768', 'MONDO_0019558', 'MONDO_0002691', 'MONDO_0007576',
       'EFO_1001469', 'EFO_0003047', 'MONDO_0008315'], dtype=object), 'count': 87}_|_[ENSG00000113851,ENSG00000167986,ENSG00000139842,ENSG00000100387]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1998 and is indicated for immune system disease and multiple myeloma and has 85 investigational indications. This drug has a black box warning from the FDA."
CHEMBL5314382,"NCCCC[C@@H]1NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2C[C@@H](OC(=O)NCCN)CN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(OCc3ccccc3)cc2)NC1=O.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O_|_HSXBEUMRBMAVDP-QKXVGOHISA-N_|_Protein_|_False_|_PASIREOTIDE PAMOATE_|_2014.0_|_4.0_|_CHEMBL3349607_|_False_|_True_|_['Signifor lar' 'Signifor lar kit']_|_['Pasireotide embonate']_|_nan_|_nan_|_{'rows': array(['EFO_1001485'], dtype=object), 'count': 1}_|_[ENSG00000139874,ENSG00000278195,ENSG00000180616,ENSG00000162009]_|_Protein drug with a maximum clinical trial phase of IV that was first approved in 2014 and is indicated for acromegaly."
CHEMBL888,"Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1_|_SDUQYLNIPVEERB-QPPQHZFASA-N_|_Small molecule_|_False_|_GEMCITABINE_|_1996.0_|_4.0_|_nan_|_False_|_True_|_['Gemzar']_|_['Gemcitabine' 'Gemzar' 'LY-188011' 'LY188011' 'NSC-613327']_|_[('PubChem', array(['124893555', '50113286'], dtype=object)), ('Wikipedia', array(['Gemcitabine'], dtype=object)), ('drugbank', array(['DB00441'], dtype=object)), ('chEBI', array(['175901'], dtype=object))]_|_['CHEMBL1637']_|_{'rows': array(['EFO_0000182', 'MONDO_0001657', 'EFO_0000255', 'EFO_0000574',
       'EFO_0000707', 'EFO_0000681', 'EFO_0006859', 'MONDO_0005184',
       'EFO_0008528', 'MONDO_0002367', 'MONDO_0015760', 'EFO_0001075',
       'EFO_1001961', 'MONDO_0005575', 'MONDO_0004192', 'EFO_0006861',
       'EFO_0006738', 'MONDO_0021117', 'EFO_0001061', 'EFO_0000183',
       'MONDO_0005411', 'MONDO_0018906', 'MONDO_0002158', 'EFO_0005537',
       'MONDO_0004986', 'EFO_0009708', 'MONDO_0007254', 'MONDO_0002974',
       'MONDO_0019472', 'MONDO_0002367', 'MONDO_0004992', 'EFO_0000565',
       'EFO_0004252', 'MONDO_0000430', 'EFO_1000359', 'MONDO_0004986',
       'MONDO_0001187', 'EFO_0002618', 'MONDO_0007576', 'EFO_0001075',
       'EFO_1001469', 'MONDO_0008627', 'EFO_0002913', 'EFO_0003060',
       'EFO_0000222', 'EFO_0000616', 'EFO_1000613', 'EFO_0009534',
       'MONDO_0002087', 'EFO_0000681', 'EFO_1000043', 'MONDO_0011719',
       'EFO_0000096', 'EFO_0003869', 'EFO_0003893', 'MONDO_0008315',
       'EFO_0001376', 'MONDO_0002087', 'MONDO_0011962', 'EFO_1001956',
       'EFO_0005230', 'EFO_0007532', 'MONDO_0016537', 'MONDO_0021054',
       'EFO_0002618', 'EFO_0000403', 'EFO_0000756', 'MONDO_0001056',
       'EFO_0000637', 'MONDO_0004192', 'EFO_0000564', 'MONDO_0009348',
       'EFO_0000181', 'MONDO_0002691', 'EFO_1001959', 'MONDO_0004992',
       'EFO_0005088', 'EFO_0010282', 'MONDO_0008170', 'EFO_0001378',
       'EFO_0000294', 'EFO_0006859', 'EFO_0000571', 'EFO_1000026',
       'MONDO_0001187', 'EFO_0006475', 'EFO_0000691', 'EFO_0000220',
       'EFO_0001416', 'MONDO_0007254', 'MONDO_0005411', 'EFO_0003050',
       'EFO_0000096', 'EFO_0003891', 'EFO_0000228', 'EFO_0000174',
       'MONDO_0011962', 'EFO_0000770', 'EFO_0003860', 'EFO_1000251',
       'EFO_1001951', 'MONDO_0002108', 'EFO_1000292', 'MONDO_0003059',
       'EFO_0003863', 'EFO_0000588', 'MONDO_0008627', 'EFO_0005952',
       'MONDO_0021063', 'MONDO_0015760', 'EFO_0000305', 'MONDO_0018364',
       'MONDO_0003060', 'EFO_0004252', 'EFO_0000305', 'MONDO_0008903',
       'EFO_0005537', 'EFO_0002939', 'MONDO_0001056', 'HP_0001907',
       'EFO_0000466', 'EFO_1001051', 'EFO_1000657', 'EFO_0000365',
       'EFO_0004606', 'EFO_0000313', 'EFO_1000251', 'MONDO_0008315',
       'EFO_0003060', 'EFO_1001100', 'EFO_1001968', 'MONDO_0008170',
       'EFO_0000183', 'EFO_0000574', 'Orphanet_145', 'EFO_0003032',
       'EFO_0008528', 'EFO_0000616', 'EFO_1000359', 'EFO_0000313',
       'EFO_0000565', 'EFO_0000211', 'EFO_0000691', 'EFO_1001961',
       'MONDO_0019471', 'EFO_0005221', 'EFO_0000702', 'MONDO_0002158',
       'EFO_0000514', 'EFO_1001951', 'EFO_0001416', 'EFO_1001469',
       'MONDO_0005184', 'EFO_0000708', 'EFO_0000588', 'MONDO_0002974',
       'EFO_0001378', 'MONDO_0008903', 'MONDO_0002691'], dtype=object), 'count': 159}_|_[ENSG00000101868,ENSG00000175482,ENSG00000077514,ENSG00000062822,ENSG00000106628,ENSG00000177084,ENSG00000014138,ENSG00000198056,ENSG00000146143,ENSG00000100479,ENSG00000148229,ENSG00000167325,ENSG00000048392,ENSG00000171848]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1996 and has 9 approved and 132 investigational indications."
CHEMBL900,"Cc1ccccc1C(OCCN(C)C)c1ccccc1_|_QVYRGXJJSLMXQH-UHFFFAOYSA-N_|_Small molecule_|_False_|_ORPHENADRINE_|_1957.0_|_4.0_|_nan_|_False_|_True_|_[]_|_['Disipal' 'Invagesic' 'Mefenamine' 'Mialgin' 'Norflex' 'Norgesic'
 'Orphenadrin' 'Orphenadrine' 'Orphengesic']_|_[('PubChem', array(['124880989', '174006927', '90341796'], dtype=object)), ('Wikipedia', array(['Orphenadrine'], dtype=object)), ('drugbank', array(['DB01173'], dtype=object)), ('chEBI', array(['7789'], dtype=object))]_|_['CHEMBL1201023' 'CHEMBL1200395']_|_{'rows': array(['MONDO_0005180', 'EFO_0003843', 'HP_0003419'], dtype=object), 'count': 3}_|_[ENSG00000196639,ENSG00000103546,ENSG00000144285,ENSG00000183873,ENSG00000007314,ENSG00000136546,ENSG00000136531,ENSG00000169432,ENSG00000153253,ENSG00000168356,ENSG00000196876,ENSG00000185313,ENSG00000176884,ENSG00000183454,ENSG00000273079,ENSG00000105464,ENSG00000116032,ENSG00000161509,ENSG00000198785]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1957 and is indicated for parkinson disease and pain and has 1 investigational indication."
CHEMBL1091,"CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C_|_ALEXXDVDDISNDU-JZYPGELDSA-N_|_Small molecule_|_False_|_HYDROCORTISONE ACETATE_|_1951.0_|_4.0_|_nan_|_False_|_True_|_['Barquinol hc' 'Chloromycetin hydrocort' 'Colifoam' 'Cortef acetate'
 'Cortifoam' 'Cortril' 'Cortucid' 'Dricort' 'Epifoam' 'Framycort'
 'Fucidin h' 'Genticin hc' 'Gentisone hc' 'Gppe ear susp' 'Gppe eye crm'
 'Gppe foam aero' 'Hc45 hydrocort' 'Hemsol-hc' 'Hepacort plus' 'Hydrocal'
 'Hydrocortisone acetate' 'Hydrocortone' 'Lanacort' 'Micort-hc'
 'Neo-cortef' 'Orabase hca']_|_['Cortisol 21-acetate' 'Hydrocortisone 21-acetate'
 'Hydrocortisone Acetate' 'Hydrocortisone acetate' 'Hydrocortisoni acetas'
 'NSC-741']_|_[('DailyMed', array(['hydrocortisone%20acetate'], dtype=object)), ('PubChem', array(['56422202', '855532'], dtype=object)), ('drugbank', array(['DB14539'], dtype=object)), ('chEBI', array(['17609'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0009552', 'EFO_0004208', 'EFO_0000274', 'HP_0000989',
       'MP_0001845', 'EFO_0000701', 'MONDO_0002050'], dtype=object), 'count': 7}_|_[ENSG00000113580]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1951 and has 3 approved and 4 investigational indications."
CHEMBL1200950,"C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2.[Br-]_|_GKEGFOKQMZHVOW-UHFFFAOYSA-M_|_Small molecule_|_False_|_CLIDINIUM BROMIDE_|_1982.0_|_4.0_|_CHEMBL620_|_False_|_True_|_['Quarzan']_|_['Clidinium bromide' 'NSC-756686' 'RO 2-3773' 'RO-2-3773' 'RO-23773']_|_[('DailyMed', array(['clidinium%20bromide'], dtype=object)), ('PubChem', array(['144204086', '170464768', '56423127', '855678'], dtype=object)), ('Wikipedia', array(['Clidinium_bromide'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0010282'], dtype=object), 'count': 1}_|_[ENSG00000168539,ENSG00000133019]_|_Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1982 and is indicated for gastrointestinal disease."
CHEMBL1201827,"nan_|_nan_|_Antibody_|_True_|_PANITUMUMAB_|_2006.0_|_4.0_|_nan_|_False_|_True_|_['Vectibix']_|_['ABX-EGF' 'Abenix' 'E7.6.3' 'L01xc08' 'Panitumumab']_|_[('DailyMed', array(['panitumumab'], dtype=object)), ('DrugCentral', array(['4955'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/vectibix'],
      dtype=object)), ('Wikipedia', array(['Panitumumab'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0000707', 'MONDO_0007576', 'EFO_1000657', 'EFO_0001075',
       'EFO_0006859', 'MONDO_0008170', 'EFO_1000852', 'EFO_0000503',
       'EFO_0000681', 'EFO_0000365', 'MONDO_0021063', 'MONDO_0008903',
       'EFO_0000313', 'EFO_0005922', 'EFO_1000251', 'EFO_0002618',
       'MONDO_0005575', 'EFO_0005221', 'MONDO_0002158', 'MONDO_0002974',
       'EFO_0000616', 'MONDO_0008315', 'MONDO_0002367', 'EFO_0005537',
       'MONDO_0004992', 'MONDO_0001187', 'EFO_0004142', 'EFO_1001951',
       'EFO_0000181', 'EFO_1001512', 'MONDO_0007254', 'EFO_0002916',
       'EFO_0003060'], dtype=object), 'count': 33}_|_[ENSG00000146648]_|_Antibody drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2006 and has 6 approved and 27 investigational indications. This drug has a black box warning from the FDA."
CHEMBL1336,"CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1_|_MLDQJTXFUGDVEO-UHFFFAOYSA-N_|_Small molecule_|_False_|_SORAFENIB_|_2005.0_|_4.0_|_nan_|_False_|_True_|_['Nexavar']_|_['BAY 43-9006' 'BAY-43-9006' 'Sorafenib']_|_[('PubChem', array(['103904444', '124893321', '124893323', '50100118', '50112741'],
      dtype=object)), ('Wikipedia', array(['Sorafenib'], dtype=object)), ('drugbank', array(['DB00398'], dtype=object)), ('chEBI', array(['50924'], dtype=object))]_|_['CHEMBL1200485' 'CHEMBL4297490' 'CHEMBL1760433']_|_{'rows': array(['MONDO_0004192', 'EFO_0000691', 'EFO_0000673', 'EFO_0001061',
       'EFO_0000198', 'EFO_1001968', 'EFO_0000756', 'MONDO_0018531',
       'EFO_0000641', 'EFO_0004212', 'MONDO_0008170', 'EFO_0000365',
       'MONDO_0008903', 'EFO_0008524', 'EFO_0000756', 'MONDO_0008170',
       'EFO_0000691', 'EFO_0003060', 'EFO_0001361', 'EFO_1001968',
       'EFO_1001465', 'EFO_0003833', 'EFO_0000574', 'MONDO_0000831',
       'EFO_1000657', 'EFO_0002499', 'MONDO_0002108', 'EFO_0000588',
       'EFO_1001469', 'EFO_0000501', 'EFO_0000313', 'EFO_1000796',
       'EFO_0000702', 'MONDO_0002691', 'EFO_1001052', 'MONDO_0044937',
       'EFO_0003891', 'EFO_0000666', 'EFO_0000095', 'EFO_0001378',
       'EFO_0000224', 'EFO_0000196', 'MONDO_0008315', 'EFO_0002618',
       'MONDO_0004992', 'EFO_0003833', 'EFO_0000519', 'EFO_0002499',
       'EFO_0000640', 'EFO_0000565', 'EFO_0000221', 'MONDO_0007576',
       'MONDO_0011719', 'EFO_0009907', 'EFO_0000558', 'EFO_1001465',
       'EFO_0000621', 'EFO_0000702', 'EFO_1000158', 'EFO_0000681',
       'EFO_0000095', 'MONDO_0001187', 'EFO_1001901', 'MONDO_0002087',
       'EFO_1001346', 'EFO_0000222', 'EFO_1000657', 'EFO_0000501',
       'EFO_0003865', 'EFO_0003893', 'MONDO_0015277', 'MONDO_0001187',
       'EFO_0000403', 'MONDO_0002691', 'EFO_0003841', 'EFO_0000335',
       'EFO_0000637', 'MONDO_0011719', 'EFO_0000349', 'EFO_0006352',
       'EFO_0006861', 'EFO_0000389', 'EFO_0002501', 'MONDO_0007254',
       'MONDO_0002367', 'MONDO_0004992', 'EFO_0004142', 'EFO_0002918',
       'EFO_0000224', 'EFO_0007535', 'EFO_1000292', 'MONDO_0008315',
       'EFO_0000220', 'EFO_0000228', 'EFO_0000222', 'MONDO_0008903',
       'EFO_0002618', 'EFO_0000616', 'MONDO_0001056', 'EFO_1000613',
       'EFO_0003860', 'EFO_0000616', 'EFO_1000359', 'MONDO_0021063',
       'EFO_0005221', 'EFO_0002938', 'MONDO_0044926', 'EFO_0000707',
       'EFO_0002618', 'EFO_0000673', 'MONDO_0001056', 'EFO_0000339',
       'MONDO_0004986', 'EFO_0000641', 'EFO_0003060', 'EFO_0004284',
       'EFO_0001421', 'EFO_0000182', 'MONDO_0007254', 'EFO_0002501',
       'MONDO_0002108', 'EFO_0000222', 'EFO_1001951', 'MONDO_0002108',
       'EFO_0000182', 'EFO_0000588', 'EFO_0000519', 'MONDO_0002367',
       'EFO_0003086', 'EFO_0002892', 'EFO_0003060', 'EFO_0004252',
       'EFO_0000616', 'EFO_0000681', 'EFO_0005088', 'EFO_1001513',
       'EFO_0000637', 'EFO_0001378', 'EFO_0003871', 'EFO_0002892',
       'EFO_0004252', 'EFO_0003032', 'EFO_0000220', 'EFO_0000182',
       'MONDO_0002158'], dtype=object), 'count': 145}_|_[ENSG00000102755,ENSG00000037280,ENSG00000128052,ENSG00000122025,ENSG00000132155,ENSG00000165731,ENSG00000157404,ENSG00000157764,ENSG00000113721]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2005 and has 7 approved and 112 investigational indications."
CHEMBL1371200,"C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]2(O)CCC(=O)[O-].[K+]_|_JTZQCHFUGHIPDF-RYVBEKKQSA-M_|_Small molecule_|_False_|_CANRENOATE POTASSIUM_|_nan_|_4.0_|_CHEMBL1616951_|_False_|_True_|_['Soldactone' 'Spiroctan-m']_|_['Canrenoate potassium' 'Canrenone free acid potassium salt' 'Kanrenol'
 'NSC-757789' 'Potassium canrenoate' 'SC-14266']_|_[('PubChem', array(['144204351', '56463334'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0000319', 'EFO_0008585'], dtype=object), 'count': 2}_|_[ENSG00000151623]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) and is indicated for cardiovascular disease and has 1 investigational indication."
CHEMBL1544,"N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O_|_AUYYCJSJGJYCDS-LBPRGKRZSA-N_|_Small molecule_|_True_|_LIOTHYRONINE_|_1956.0_|_4.0_|_nan_|_False_|_True_|_['Cytomel' 'Tertroxin']_|_[""3,5,3'-triiodothyronine, l-"" 'Cyronine' 'Euthroid-0.5' 'Euthroid-1'
 'Euthroid-2' 'Euthroid-3'
 'Levothyroxine sodium related compound liothyronine' 'Liothyronine'
 'NSC-80203' 'Rathyronine' 'Rathyronine, (s)-' 'Thyrolar-0.25'
 'Thyrolar-0.5' 'Thyrolar-1' 'Thyrolar-2' 'Thyrolar-3' 'Thyrolar-5'
 'Triiodothyronine (T3 Or Liothyronine, Active) (6-11%)' 'Triostat']_|_[('PubChem', array(['11532858', '124877498', '144203580', '144212260', '26753840',
       '4253003'], dtype=object)), ('Wikipedia', array(['Triiodothyronine'], dtype=object)), ('drugbank', array(['DB00279'], dtype=object)), ('chEBI', array(['18258'], dtype=object))]_|_['CHEMBL2106622' 'CHEMBL2107398' 'CHEMBL1356342' 'CHEMBL1201119']_|_{'rows': array(['EFO_0003144', 'MONDO_0002050', 'EFO_1000931', 'EFO_0006859',
       'EFO_0004705', 'MONDO_0008315', 'EFO_0004705', 'EFO_0003929',
       'MONDO_0002009', 'EFO_0003840', 'MONDO_0007254', 'EFO_0000275',
       'HP_0030680', 'EFO_0003841', 'EFO_0005207', 'EFO_0006834',
       'EFO_1001465', 'HP_0030680', 'EFO_1002017', 'MONDO_0004985',
       'EFO_1001055', 'MONDO_0005301'], dtype=object), 'count': 22}_|_[ENSG00000126351,ENSG00000151090]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1956 and has 4 approved and 18 investigational indications. This drug has a black box warning from the FDA."
CHEMBL1628569,"NC(=O)c1ccc(F)c2c1C[C@@H](N(C1CCC1)C1CCC1)CO2_|_MQTUXRKNJYPMCG-CYBMUJFWSA-N_|_Small molecule_|_False_|_ROBALZOTAN_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['Azd-7371' 'NAD-299' 'Robalzotan']_|_[('drugbank', array(['DB06538'], dtype=object))]_|_nan_|_nan_|_[ENSG00000178394]_|_Small molecule drug with a maximum clinical trial phase of II."
